id,model_name,field_name,pdp_class,legal_basis,notes,drop_to_null
pdp_sale_order__pricelist_id,sale.order,pricelist_id,internal,Not personal data - business record,,False
pdp_sale_order__project_id,sale.order,project_id,internal,Not personal data - business record,,False
pdp_sale_order__recompute_delivery_price,sale.order,recompute_delivery_price,internal,Not personal data - business record,,False
pdp_sale_order__reference,sale.order,reference,internal,Not personal data - business record,,False
pdp_sale_order__require_payment,sale.order,require_payment,internal,Not personal data - business record,,False
pdp_sale_order__require_signature,sale.order,require_signature,internal,Not personal data - business record,,False
pdp_sale_order__sale_order_template_id,sale.order,sale_order_template_id,internal,Not personal data - business record,,False
pdp_sale_order__shipping_weight,sale.order,shipping_weight,internal,Not personal data - business record,,False
pdp_sale_order__shop_warning,sale.order,shop_warning,internal,Not personal data - business record,,False
pdp_sale_order__signed_by,sale.order,signed_by,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_sale_order__signed_on,sale.order,signed_on,internal,Not personal data - business record,,False
pdp_sale_order__source_id,sale.order,source_id,internal,Not personal data - business record,,False
pdp_sale_order__state,sale.order,state,internal,Not personal data - business record,,False
pdp_sale_order__team_id,sale.order,team_id,internal,Not personal data - business record,,False
pdp_sale_order__user_id,sale.order,user_id,internal,Not personal data - business record,,False
pdp_sale_order__validity_date,sale.order,validity_date,internal,Not personal data - business record,,False
pdp_sale_order__warehouse_id,sale.order,warehouse_id,internal,Not personal data - business record,,False
pdp_sale_order__website_id,sale.order,website_id,internal,Not personal data - business record,,False
pdp_sale_order__write_date,sale.order,write_date,internal,Not personal data - business record,,False
pdp_sale_order__write_uid,sale.order,write_uid,internal,Not personal data - business record,,False
pdp_sale_order__x_awb_number,sale.order,x_awb_number,internal,Not personal data - business record,,False
pdp_sale_order__x_awb_tracking_url,sale.order,x_awb_tracking_url,internal,Not personal data - business record,,False
pdp_sale_order__x_custom_approval_request_id,sale.order,x_custom_approval_request_id,internal,Not personal data - business record,,False
pdp_sale_order__x_custom_approval_state,sale.order,x_custom_approval_state,internal,Not personal data - business record,,False
pdp_sale_order__x_custom_dp_note,sale.order,x_custom_dp_note,internal,Not personal data - business record,,False
pdp_sale_order__x_custom_event_location,sale.order,x_custom_event_location,internal,Not personal data - business record,,False
pdp_sale_order__x_custom_event_name,sale.order,x_custom_event_name,internal,Not personal data - business record,,False
pdp_sale_order__x_custom_ic_rule_id,sale.order,x_custom_ic_rule_id,internal,Not personal data - business record,,False
pdp_sale_order__x_custom_ic_source_po_id,sale.order,x_custom_ic_source_po_id,internal,Not personal data - business record,,False
pdp_sale_order__x_custom_ppob_is_rollup,sale.order,x_custom_ppob_is_rollup,internal,Not personal data - business record,,False
pdp_sale_order__x_custom_ppob_rollup_date,sale.order,x_custom_ppob_rollup_date,internal,Not personal data - business record,,False
pdp_sale_order__x_custom_show_date,sale.order,x_custom_show_date,internal,Not personal data - business record,,False
pdp_sale_order__x_id_courier_id,sale.order,x_id_courier_id,internal,Not personal data - business record,,False
pdp_sale_order__x_quotation_name,sale.order,x_quotation_name,internal,Not personal data - business record,,False
pdp_sale_order_line__analytic_distribution,sale.order.line,analytic_distribution,internal,Not personal data - business record,,False
pdp_sale_order_line__collapse_composition,sale.order.line,collapse_composition,internal,Not personal data - business record,,False
pdp_sale_order_line__collapse_prices,sale.order.line,collapse_prices,internal,Not personal data - business record,,False
pdp_sale_order_line__combo_item_id,sale.order.line,combo_item_id,internal,Not personal data - business record,,False
pdp_sale_order_line__company_id,sale.order.line,company_id,internal,Not personal data - business record,,False
pdp_sale_order_line__create_date,sale.order.line,create_date,internal,Not personal data - business record,,False
pdp_sale_order_line__create_uid,sale.order.line,create_uid,internal,Not personal data - business record,,False
pdp_sale_order_line__currency_id,sale.order.line,currency_id,internal,Not personal data - business record,,False
pdp_sale_order_line__customer_lead,sale.order.line,customer_lead,internal,Not personal data - business record,,False
pdp_sale_order_line__discount,sale.order.line,discount,internal,Not personal data - business record,,False
pdp_sale_order_line__display_type,sale.order.line,display_type,internal,Not personal data - business record,,False
pdp_sale_order_line__extra_tax_data,sale.order.line,extra_tax_data,internal,Not personal data - business record,,False
pdp_sale_order_line__has_displayed_warning_upsell,sale.order.line,has_displayed_warning_upsell,internal,Not personal data - business record,,False
pdp_sale_order_line__id,sale.order.line,id,internal,Not personal data - business record,,False
pdp_sale_order_line__invoice_status,sale.order.line,invoice_status,internal,Not personal data - business record,,False
pdp_sale_order_line__is_delivery,sale.order.line,is_delivery,internal,Not personal data - business record,,False
pdp_sale_order_line__is_downpayment,sale.order.line,is_downpayment,internal,Not personal data - business record,,False
pdp_sale_order_line__is_expense,sale.order.line,is_expense,internal,Not personal data - business record,,False
pdp_sale_order_line__is_optional,sale.order.line,is_optional,internal,Not personal data - business record,,False
pdp_sale_order_line__is_service,sale.order.line,is_service,internal,Not personal data - business record,,False
pdp_sale_order_line__linked_line_id,sale.order.line,linked_line_id,internal,Not personal data - business record,,False
pdp_sale_order_line__linked_virtual_id,sale.order.line,linked_virtual_id,internal,Not personal data - business record,,False
pdp_sale_order_line__name,sale.order.line,name,internal,Not personal data - business record,,False
pdp_sale_order_line__order_id,sale.order.line,order_id,internal,Not personal data - business record,,False
pdp_sale_order_line__order_partner_id,sale.order.line,order_partner_id,internal,Not personal data - business record,,False
pdp_sale_order_line__price_reduce_taxexcl,sale.order.line,price_reduce_taxexcl,internal,Not personal data - business record,,False
pdp_sale_order_line__price_reduce_taxinc,sale.order.line,price_reduce_taxinc,internal,Not personal data - business record,,False
pdp_sale_order_line__price_subtotal,sale.order.line,price_subtotal,internal,Not personal data - business record,,False
pdp_sale_order_line__price_tax,sale.order.line,price_tax,internal,Not personal data - business record,,False
pdp_sale_order_line__price_total,sale.order.line,price_total,internal,Not personal data - business record,,False
pdp_sale_order_line__price_unit,sale.order.line,price_unit,internal,Not personal data - business record,,False
pdp_sale_order_line__product_id,sale.order.line,product_id,internal,Not personal data - business record,,False
pdp_sale_order_line__product_uom_id,sale.order.line,product_uom_id,internal,Not personal data - business record,,False
pdp_sale_order_line__product_uom_qty,sale.order.line,product_uom_qty,internal,Not personal data - business record,,False
pdp_sale_order_line__project_id,sale.order.line,project_id,internal,Not personal data - business record,,False
pdp_sale_order_line__qty_delivered,sale.order.line,qty_delivered,internal,Not personal data - business record,,False
pdp_sale_order_line__qty_delivered_method,sale.order.line,qty_delivered_method,internal,Not personal data - business record,,False
pdp_sale_order_line__qty_invoiced,sale.order.line,qty_invoiced,internal,Not personal data - business record,,False
pdp_sale_order_line__qty_to_invoice,sale.order.line,qty_to_invoice,internal,Not personal data - business record,,False
pdp_sale_order_line__remaining_hours,sale.order.line,remaining_hours,internal,Not personal data - business record,,False
pdp_sale_order_line__salesman_id,sale.order.line,salesman_id,internal,Not personal data - business record,,False
pdp_sale_order_line__sequence,sale.order.line,sequence,internal,Not personal data - business record,,False
pdp_sale_order_line__shop_warning,sale.order.line,shop_warning,internal,Not personal data - business record,,False
pdp_sale_order_line__state,sale.order.line,state,internal,Not personal data - business record,,False
pdp_sale_order_line__task_id,sale.order.line,task_id,internal,Not personal data - business record,,False
pdp_sale_order_line__technical_price_unit,sale.order.line,technical_price_unit,internal,Not personal data - business record,,False
pdp_sale_order_line__untaxed_amount_invoiced,sale.order.line,untaxed_amount_invoiced,internal,Not personal data - business record,,False
pdp_sale_order_line__untaxed_amount_to_invoice,sale.order.line,untaxed_amount_to_invoice,internal,Not personal data - business record,,False
pdp_sale_order_line__virtual_id,sale.order.line,virtual_id,internal,Not personal data - business record,,False
pdp_sale_order_line__warehouse_id,sale.order.line,warehouse_id,internal,Not personal data - business record,,False
pdp_sale_order_line__write_date,sale.order.line,write_date,internal,Not personal data - business record,,False
pdp_sale_order_line__write_uid,sale.order.line,write_uid,internal,Not personal data - business record,,False
pdp_stock_move__account_move_id,stock.move,account_move_id,internal,Not personal data - business record,,False
pdp_stock_move__additional,stock.move,additional,internal,Not personal data - business record,,False
pdp_stock_move__bom_line_id,stock.move,bom_line_id,internal,Not personal data - business record,,False
pdp_stock_move__byproduct_id,stock.move,byproduct_id,internal,Not personal data - business record,,False
pdp_stock_move__company_id,stock.move,company_id,internal,Not personal data - business record,,False
pdp_stock_move__consume_unbuild_id,stock.move,consume_unbuild_id,internal,Not personal data - business record,,False
pdp_stock_move__cost_share,stock.move,cost_share,internal,Not personal data - business record,,False
pdp_stock_move__create_date,stock.move,create_date,internal,Not personal data - business record,,False
pdp_stock_move__create_uid,stock.move,create_uid,internal,Not personal data - business record,,False
pdp_stock_move__created_production_id,stock.move,created_production_id,internal,Not personal data - business record,,False
pdp_stock_move__date,stock.move,date,internal,Not personal data - business record,,False
pdp_stock_move__date_deadline,stock.move,date_deadline,internal,Not personal data - business record,,False
pdp_stock_move__delay_alert_date,stock.move,delay_alert_date,internal,Not personal data - business record,,False
pdp_stock_move__description_picking_manual,stock.move,description_picking_manual,sensitive,UU 27/2022 Art. 4(3) - data pribadi spesifik,Free text - may contain any category of personal data; dropped to NULL at load.,True
pdp_stock_move__id,stock.move,id,internal,Not personal data - business record,,False
pdp_stock_move__inventory_name,stock.move,inventory_name,internal,Not personal data - business record,,False
pdp_stock_move__is_dropship,stock.move,is_dropship,internal,Not personal data - business record,,False
pdp_stock_move__is_in,stock.move,is_in,internal,Not personal data - business record,,False
pdp_stock_move__is_inventory,stock.move,is_inventory,internal,Not personal data - business record,,False
pdp_stock_move__is_loan,stock.move,is_loan,internal,Not personal data - business record,,False
pdp_stock_move__is_out,stock.move,is_out,internal,Not personal data - business record,,False
pdp_stock_move__location_dest_id,stock.move,location_dest_id,internal,Not personal data - business record,,False
pdp_stock_move__location_final_id,stock.move,location_final_id,internal,Not personal data - business record,,False
pdp_stock_move__location_id,stock.move,location_id,internal,Not personal data - business record,,False
pdp_stock_move__manual_consumption,stock.move,manual_consumption,internal,Not personal data - business record,,False
pdp_stock_move__next_serial,stock.move,next_serial,internal,Not personal data - business record,,False
pdp_stock_move__next_serial_count,stock.move,next_serial_count,internal,Not personal data - business record,,False
pdp_stock_move__operation_id,stock.move,operation_id,internal,Not personal data - business record,,False
pdp_stock_move__orderpoint_id,stock.move,orderpoint_id,internal,Not personal data - business record,,False
pdp_stock_move__origin,stock.move,origin,internal,Not personal data - business record,,False
pdp_stock_move__origin_returned_move_id,stock.move,origin_returned_move_id,internal,Not personal data - business record,,False
pdp_stock_move__packaging_uom_id,stock.move,packaging_uom_id,internal,Not personal data - business record,,False
pdp_stock_move__packaging_uom_qty,stock.move,packaging_uom_qty,internal,Not personal data - business record,,False
pdp_stock_move__partner_id,stock.move,partner_id,internal,Not personal data - business record,,False
pdp_stock_move__picked,stock.move,picked,internal,Not personal data - business record,,False
pdp_stock_move__picking_id,stock.move,picking_id,internal,Not personal data - business record,,False
pdp_stock_move__picking_type_id,stock.move,picking_type_id,internal,Not personal data - business record,,False
pdp_stock_move__price_unit,stock.move,price_unit,internal,Not personal data - business record,,False
pdp_stock_move__priority,stock.move,priority,internal,Not personal data - business record,,False
pdp_stock_move__procure_method,stock.move,procure_method,internal,Not personal data - business record,,False
pdp_stock_move__product_id,stock.move,product_id,internal,Not personal data - business record,,False
pdp_stock_move__product_qty,stock.move,product_qty,internal,Not personal data - business record,,False
pdp_stock_move__product_uom,stock.move,product_uom,internal,Not personal data - business record,,False
pdp_stock_move__product_uom_qty,stock.move,product_uom_qty,internal,Not personal data - business record,,False
pdp_stock_move__production_group_id,stock.move,production_group_id,internal,Not personal data - business record,,False
pdp_stock_move__production_id,stock.move,production_id,internal,Not personal data - business record,,False
pdp_stock_move__propagate_cancel,stock.move,propagate_cancel,internal,Not personal data - business record,,False
pdp_stock_move__purchase_line_id,stock.move,purchase_line_id,internal,Not personal data - business record,,False
pdp_stock_move__quantity,stock.move,quantity,internal,Not personal data - business record,,False
pdp_stock_move__raw_material_production_id,stock.move,raw_material_production_id,internal,Not personal data - business record,,False
pdp_stock_move__reference,stock.move,reference,internal,Not personal data - business record,,False
pdp_stock_move__repair_id,stock.move,repair_id,internal,Not personal data - business record,,False
pdp_stock_move__repair_line_type,stock.move,repair_line_type,internal,Not personal data - business record,,False
pdp_stock_move__reservation_date,stock.move,reservation_date,internal,Not personal data - business record,,False
pdp_stock_move__restrict_partner_id,stock.move,restrict_partner_id,internal,Not personal data - business record,,False
pdp_stock_move__rule_id,stock.move,rule_id,internal,Not personal data - business record,,False
pdp_stock_move__sale_line_id,stock.move,sale_line_id,internal,Not personal data - business record,,False
pdp_stock_move__scrap_id,stock.move,scrap_id,internal,Not personal data - business record,,False
pdp_stock_move__sequence,stock.move,sequence,internal,Not personal data - business record,,False
pdp_stock_move__state,stock.move,state,internal,Not personal data - business record,,False
pdp_stock_move__to_refund,stock.move,to_refund,internal,Not personal data - business record,,False
pdp_stock_move__unbuild_id,stock.move,unbuild_id,internal,Not personal data - business record,,False
pdp_stock_move__unit_factor,stock.move,unit_factor,internal,Not personal data - business record,,False
pdp_stock_move__value,stock.move,value,internal,Not personal data - business record,,False
pdp_stock_move__warehouse_id,stock.move,warehouse_id,internal,Not personal data - business record,,False
pdp_stock_move__weight,stock.move,weight,internal,Not personal data - business record,,False
pdp_stock_move__workorder_id,stock.move,workorder_id,internal,Not personal data - business record,,False
pdp_stock_move__write_date,stock.move,write_date,internal,Not personal data - business record,,False
pdp_stock_move__write_uid,stock.move,write_uid,internal,Not personal data - business record,,False
pdp_stock_picking__async_validate_job_uuid,stock.picking,async_validate_job_uuid,internal,Not personal data - business record,,False
pdp_stock_picking__backorder_id,stock.picking,backorder_id,internal,Not personal data - business record,,False
pdp_stock_picking__carrier_id,stock.picking,carrier_id,internal,Not personal data - business record,,False
pdp_stock_picking__carrier_price,stock.picking,carrier_price,internal,Not personal data - business record,,False
pdp_stock_picking__carrier_tracking_ref,stock.picking,carrier_tracking_ref,internal,Not personal data - business record,,False
pdp_stock_picking__company_id,stock.picking,company_id,internal,Not personal data - business record,,False
pdp_stock_picking__create_date,stock.picking,create_date,internal,Not personal data - business record,,False
pdp_stock_picking__create_uid,stock.picking,create_uid,internal,Not personal data - business record,,False
pdp_stock_picking__date_deadline,stock.picking,date_deadline,internal,Not personal data - business record,,False
pdp_stock_picking__date_done,stock.picking,date_done,internal,Not personal data - business record,,False
pdp_stock_picking__has_deadline_issue,stock.picking,has_deadline_issue,internal,Not personal data - business record,,False
pdp_stock_picking__id,stock.picking,id,internal,Not personal data - business record,,False
pdp_stock_picking__is_locked,stock.picking,is_locked,internal,Not personal data - business record,,False
pdp_stock_picking__l10n_purchase_type,stock.picking,l10n_purchase_type,internal,Not personal data - business record,,False
pdp_stock_picking__location_dest_id,stock.picking,location_dest_id,internal,Not personal data - business record,,False
pdp_stock_picking__location_id,stock.picking,location_id,internal,Not personal data - business record,,False
pdp_stock_picking__move_type,stock.picking,move_type,internal,Not personal data - business record,,False
pdp_stock_picking__name,stock.picking,name,internal,Not personal data - business record,,False
pdp_stock_picking__note,stock.picking,note,sensitive,UU 27/2022 Art. 4(3) - data pribadi spesifik,Free text - may contain any category of personal data; dropped to NULL at load.,True
pdp_stock_picking__operating_unit_id,stock.picking,operating_unit_id,internal,Not personal data - business record,,False
pdp_stock_picking__origin,stock.picking,origin,internal,Not personal data - business record,,False
pdp_stock_picking__owner_id,stock.picking,owner_id,internal,Not personal data - business record,,False
pdp_stock_picking__partner_id,stock.picking,partner_id,internal,Not personal data - business record,,False
pdp_stock_picking__picking_properties,stock.picking,picking_properties,internal,Not personal data - business record,,False
pdp_stock_picking__picking_type_id,stock.picking,picking_type_id,internal,Not personal data - business record,,False
pdp_stock_picking__pos_order_id,stock.picking,pos_order_id,internal,Not personal data - business record,,False
pdp_stock_picking__pos_session_id,stock.picking,pos_session_id,internal,Not personal data - business record,,False
pdp_stock_picking__printed,stock.picking,printed,internal,Not personal data - business record,,False
pdp_stock_picking__priority,stock.picking,priority,internal,Not personal data - business record,,False
pdp_stock_picking__project_id,stock.picking,project_id,internal,Not personal data - business record,,False
pdp_stock_picking__return_id,stock.picking,return_id,internal,Not personal data - business record,,False
pdp_stock_picking__sale_id,stock.picking,sale_id,internal,Not personal data - business record,,False
pdp_stock_picking__scheduled_date,stock.picking,scheduled_date,internal,Not personal data - business record,,False
pdp_stock_picking__shipping_weight,stock.picking,shipping_weight,internal,Not personal data - business record,,False
pdp_stock_picking__state,stock.picking,state,internal,Not personal data - business record,,False
pdp_stock_picking__user_id,stock.picking,user_id,internal,Not personal data - business record,,False
pdp_stock_picking__website_id,stock.picking,website_id,internal,Not personal data - business record,,False
pdp_stock_picking__weight,stock.picking,weight,internal,Not personal data - business record,,False
pdp_stock_picking__wms_external_ref,stock.picking,wms_external_ref,internal,Not personal data - business record,,False
pdp_stock_picking__wms_qc_date,stock.picking,wms_qc_date,internal,Not personal data - business record,,False
pdp_stock_picking__wms_qc_notes,stock.picking,wms_qc_notes,internal,Not personal data - business record,,False
pdp_stock_picking__wms_qc_release_ok,stock.picking,wms_qc_release_ok,internal,Not personal data - business record,,False
pdp_stock_picking__wms_qc_release_picking_id,stock.picking,wms_qc_release_picking_id,internal,Not personal data - business record,,False
pdp_stock_picking__wms_qc_state,stock.picking,wms_qc_state,internal,Not personal data - business record,,False
pdp_stock_picking__wms_qc_user_id,stock.picking,wms_qc_user_id,internal,Not personal data - business record,,False
pdp_stock_picking__write_date,stock.picking,write_date,internal,Not personal data - business record,,False
pdp_stock_picking__write_uid,stock.picking,write_uid,internal,Not personal data - business record,,False
pdp_stock_picking__x_custom_ic_mirror_picking_id,stock.picking,x_custom_ic_mirror_picking_id,internal,Not personal data - business record,,False
pdp_stock_picking__x_custom_ic_rule_id,stock.picking,x_custom_ic_rule_id,internal,Not personal data - business record,,False
pdp_stock_picking__x_custom_ic_source_picking_id,stock.picking,x_custom_ic_source_picking_id,internal,Not personal data - business record,,False
pdp_stock_picking__x_custom_ppob_bucket_id,stock.picking,x_custom_ppob_bucket_id,internal,Not personal data - business record,,False
pdp_stock_picking__x_custom_ppob_dp_invoice_id,stock.picking,x_custom_ppob_dp_invoice_id,internal,Not personal data - business record,,False
pdp_stock_picking__x_custom_ppob_transaction_id,stock.picking,x_custom_ppob_transaction_id,internal,Not personal data - business record,,False
